-4.9,-10
0.2,-10
5.3,-10
10.4,-10
-10,-4.9
-4.9,-4.9
0.2,-4.9
5.3,-4.9
10.4,-4.9
-10,0.2
-4.9,0.2
0.2,0.2
5.3,0.2
10.4,0.2
-10,5.3
-4.9,5.3
0.2,5.3
5.3,5.3
10.4,5.3
-10,10.4
-4.9,10.4
0.2,10.4
5.3,10.4
10.4,10.4
-10.1,-10
-5,-10
0.1,-10
5.2,-10
10.3,-10
-10.1,-4.9
-5,-4.9
0.1,-4.9
5.2,-4.9
10.3,-4.9
-10.1,0.2
-5,0.2
0.1,0.2
5.2,0.2
10.3,0.2
-10.1,5.3
-5,5.3
0.1,5.3
5.2,5.3
10.3,5.3
-10.1,10.4
-5,10.4
0.1,10.4
5.2,10.4
10.3,10.4
-10.2,-10
-5.1,-10
0,-10
5.1,-10
10.2,-10
-10.2,-4.9
-5.1,-4.9
0,-4.9
5.1,-4.9
10.2,-4.9
-10.2,0.2
-5.1,0.2
0,0.2
5.1,0.2
10.2,0.2
-10.2,5.3
-5.1,5.3
0,5.3
5.1,5.3
10.2,5.3
-10.2,10.4
-5.1,10.4
0,10.4
5.1,10.4
10.2,10.4
-10.3,-10
-5.2,-10
-0.1,-10
5,-10
10.1,-10
-10.3,-4.9
-5.2,-4.9
-0.1,-4.9
5,-4.9
10.1,-4.9
-10.3,0.2
-5.2,0.2
-0.1,0.2
5,0.2
10.1,0.2
-10.3,5.3
-5.2,5.3
-0.1,5.3
5,5.3
10.1,5.3
-10.3,10.4
-5.2,10.4
-0.1,10.4
5,10.4
10.1,10.4
-10.4,-10
-5.3,-10
-0.2,-10
4.9,-10
10,-10
-10.4,-4.9
-5.3,-4.9
-0.2,-4.9
4.9,-4.9
10,-4.9
-10.4,0.2
-5.3,0.2
-0.2,0.2
4.9,0.2
10,0.2
-10.4,5.3
-5.3,5.3
-0.2,5.3
4.9,5.3
10,5.3
-10.4,10.4
-5.3,10.4
-0.2,10.4
4.9,10.4
10,10.4
-10,-10.1
-4.9,-10.1
0.2,-10.1
5.3,-10.1
10.4,-10.1
-10,-5
-4.9,-5
0.2,-5
5.3,-5
10.4,-5
-10,0.1
-4.9,0.1
0.2,0.1
5.3,0.1
10.4,0.1
-10,5.2
-4.9,5.2
0.2,5.2
5.3,5.2
10.4,5.2
-10,10.3
-4.9,10.3
0.2,10.3
5.3,10.3
10.4,10.3
-10.1,-10.1
-5,-10.1
0.1,-10.1
5.2,-10.1
10.3,-10.1
-10.1,-5
-5,-5
0.1,-5
5.2,-5
10.3,-5
-10.1,0.1
-5,0.1
0.1,0.1
5.2,0.1
10.3,0.1
-10.1,5.2
-5,5.2
0.1,5.2
5.2,5.2
10.3,5.2
-10.1,10.3
-5,10.3
0.1,10.3
5.2,10.3
10.3,10.3
-10.2,-10.1
-5.1,-10.1
0,-10.1
5.1,-10.1
10.2,-10.1
-10.2,-5
-5.1,-5
0,-5
5.1,-5
10.2,-5
-10.2,0.1
-5.1,0.1
0,0.1
5.1,0.1
10.2,0.1
-10.2,5.2
-5.1,5.2
0,5.2
5.1,5.2
10.2,5.2
-10.2,10.3
-5.1,10.3
0,10.3
5.1,10.3
10.2,10.3
-10.3,-10.1
-5.2,-10.1
-0.1,-10.1
5,-10.1
10.1,-10.1
-10.3,-5
-5.2,-5
-0.1,-5
5,-5
10.1,-5
-10.3,0.1
-5.2,0.1
-0.1,0.1
5,0.1
10.1,0.1
-10.3,5.2
-5.2,5.2
-0.1,5.2
5,5.2
10.1,5.2
-10.3,10.3
-5.2,10.3
-0.1,10.3
5,10.3
10.1,10.3
-10.4,-10.1
-5.3,-10.1
-0.2,-10.1
4.9,-10.1
10,-10.1
-10.4,-5
-5.3,-5
-0.2,-5
4.9,-5
10,-5
-10.4,0.1
-5.3,0.1
-0.2,0.1
4.9,0.1
10,0.1
-10.4,5.2
-5.3,5.2
-0.2,5.2
4.9,5.2
10,5.2
-10.4,10.3
-5.3,10.3
-0.2,10.3
4.9,10.3
10,10.3
-10,-10.2
-4.9,-10.2
0.2,-10.2
5.3,-10.2
10.4,-10.2
-10,-5.1
-4.9,-5.1
0.2,-5.1
5.3,-5.1
10.4,-5.1
-10,0
-4.9,0
0.2,0
5.3,0
10.4,0
-10,5.1
-4.9,5.1
0.2,5.1
5.3,5.1
10.4,5.1
-10,10.2
-4.9,10.2
0.2,10.2
5.3,10.2
10.4,10.2
-10.1,-10.2
-5,-10.2
0.1,-10.2
5.2,-10.2
10.3,-10.2
-10.1,-5.1
-5,-5.1
0.1,-5.1
5.2,-5.1
10.3,-5.1
-10.1,0
-5,0
0.1,0
5.2,0
10.3,0
-10.1,5.1
-5,5.1
0.1,5.1
5.2,5.1
10.3,5.1
-10.1,10.2
-5,10.2
0.1,10.2
5.2,10.2
10.3,10.2
-10.2,-10.2
-5.1,-10.2
0,-10.2
5.1,-10.2
10.2,-10.2
-10.2,-5.1
-5.1,-5.1
0,-5.1
5.1,-5.1
10.2,-5.1
-10.2,0
-5.1,0
0,0
5.1,0
10.2,0
-10.2,5.1
-5.1,5.1
0,5.1
5.1,5.1
10.2,5.1
-10.2,10.2
-5.1,10.2
0,10.2
5.1,10.2
10.2,10.2
-10.3,-10.2
-5.2,-10.2
-0.1,-10.2
5,-10.2
10.1,-10.2
-10.3,-5.1
-5.2,-5.1
-0.1,-5.1
5,-5.1
10.1,-5.1
-10.3,0
-5.2,0
-0.1,0
5,0
10.1,0
-10.3,5.1
-5.2,5.1
-0.1,5.1
5,5.1
10.1,5.1
-10.3,10.2
-5.2,10.2
-0.1,10.2
5,10.2
10.1,10.2
-10.4,-10.2
-5.3,-10.2
-0.2,-10.2
4.9,-10.2
10,-10.2
-10.4,-5.1
-5.3,-5.1
-0.2,-5.1
4.9,-5.1
10,-5.1
-10.4,0
-5.3,0
-0.2,0
4.9,0
10,0
-10.4,5.1
-5.3,5.1
-0.2,5.1
4.9,5.1
10,5.1
-10.4,10.2
-5.3,10.2
-0.2,10.2
4.9,10.2
10,10.2
-10,-10.3
-4.9,-10.3
0.2,-10.3
5.3,-10.3
10.4,-10.3
-10,-5.2
-4.9,-5.2
0.2,-5.2
5.3,-5.2
10.4,-5.2
-10,-0.1
-4.9,-0.1
0.2,-0.1
5.3,-0.1
10.4,-0.1
-10,5
-4.9,5
0.2,5
5.3,5
10.4,5
-10,10.1
-4.9,10.1
0.2,10.1
5.3,10.1
10.4,10.1
-10.1,-10.3
-5,-10.3
0.1,-10.3
5.2,-10.3
10.3,-10.3
-10.1,-5.2
-5,-5.2
0.1,-5.2
5.2,-5.2
10.3,-5.2
-10.1,-0.1
-5,-0.1
0.1,-0.1
5.2,-0.1
10.3,-0.1
-10.1,5
-5,5
0.1,5
5.2,5
10.3,5
-10.1,10.1
-5,10.1
0.1,10.1
5.2,10.1
10.3,10.1
-10.2,-10.3
-5.1,-10.3
0,-10.3
5.1,-10.3
10.2,-10.3
-10.2,-5.2
-5.1,-5.2
0,-5.2
5.1,-5.2
10.2,-5.2
-10.2,-0.1
-5.1,-0.1
0,-0.1
5.1,-0.1
10.2,-0.1
-10.2,5
-5.1,5
0,5
5.1,5
10.2,5
-10.2,10.1
-5.1,10.1
0,10.1
5.1,10.1
10.2,10.1
-10.3,-10.3
-5.2,-10.3
-0.1,-10.3
5,-10.3
10.1,-10.3
-10.3,-5.2
-5.2,-5.2
-0.1,-5.2
5,-5.2
10.1,-5.2
-10.3,-0.1
-5.2,-0.1
-0.1,-0.1
5,-0.1
10.1,-0.1
-10.3,5
-5.2,5
-0.1,5
5,5
10.1,5
-10.3,10.1
-5.2,10.1
-0.1,10.1
5,10.1
10.1,10.1
-10.4,-10.3
-5.3,-10.3
-0.2,-10.3
4.9,-10.3
10,-10.3
-10.4,-5.2
-5.3,-5.2
-0.2,-5.2
4.9,-5.2
10,-5.2
-10.4,-0.1
-5.3,-0.1
-0.2,-0.1
4.9,-0.1
10,-0.1
-10.4,5
-5.3,5
-0.2,5
4.9,5
10,5
-10.4,10.1
-5.3,10.1
-0.2,10.1
4.9,10.1
10,10.1
-10,-10.4
-4.9,-10.4
0.2,-10.4
5.3,-10.4
10.4,-10.4
-10,-5.3
-4.9,-5.3
0.2,-5.3
5.3,-5.3
10.4,-5.3
-10,-0.2
-4.9,-0.2
0.2,-0.2
5.3,-0.2
10.4,-0.2
-10,4.9
-4.9,4.9
0.2,4.9
5.3,4.9
10.4,4.9
-10,10
-4.9,10
0.2,10
5.3,10
10.4,10
-10.1,-10.4
-5,-10.4
0.1,-10.4
5.2,-10.4
10.3,-10.4
-10.1,-5.3
-5,-5.3
0.1,-5.3
5.2,-5.3
10.3,-5.3
-10.1,-0.2
-5,-0.2
0.1,-0.2
5.2,-0.2
10.3,-0.2
-10.1,4.9
-5,4.9
0.1,4.9
5.2,4.9
10.3,4.9
-10.1,10
-5,10
0.1,10
5.2,10
10.3,10
-10.2,-10.4
-5.1,-10.4
0,-10.4
5.1,-10.4
10.2,-10.4
-10.2,-5.3
-5.1,-5.3
0,-5.3
5.1,-5.3
10.2,-5.3
-10.2,-0.2
-5.1,-0.2
0,-0.2
5.1,-0.2
10.2,-0.2
-10.2,4.9
-5.1,4.9
0,4.9
5.1,4.9
10.2,4.9
-10.2,10
-5.1,10
0,10
5.1,10
10.2,10
-10.3,-10.4
-5.2,-10.4
-0.1,-10.4
5,-10.4
10.1,-10.4
-10.3,-5.3
-5.2,-5.3
-0.1,-5.3
5,-5.3
10.1,-5.3
-10.3,-0.2
-5.2,-0.2
-0.1,-0.2
5,-0.2
10.1,-0.2
-10.3,4.9
-5.2,4.9
-0.1,4.9
5,4.9
10.1,4.9
-10.3,10
-5.2,10
-0.1,10
5,10
10.1,10
-10.4,-10.4
-5.3,-10.4
-0.2,-10.4
4.9,-10.4
10,-10.4
-10.4,-5.3
-5.3,-5.3
-0.2,-5.3
4.9,-5.3
10,-5.3
-10.4,-0.2
-5.3,-0.2
-0.2,-0.2
4.9,-0.2
10,-0.2
-10.4,4.9
-5.3,4.9
-0.2,4.9
4.9,4.9
10,4.9
-10.4,10
-5.3,10
-0.2,10
4.9,10
10,10
-10,-10
-4.9197,-10
0.16064,-10
5.241,-10
10.321,-10
-10,-4.9197
-4.9197,-4.9197
0.16064,-4.9197
5.241,-4.9197
10.321,-4.9197
-10,0.16064
-4.9197,0.16064
0.16064,0.16064
5.241,0.16064
10.321,0.16064
-10,5.241
-4.9197,5.241
0.16064,5.241
5.241,5.241
10.321,5.241
-10,10.321
-4.9197,10.321
0.16064,10.321
5.241,10.321
10.321,10.321
-10.08,-10
-5,-10
0.080321,-10
5.1606,-10
10.241,-10
-10.08,-4.9197
-5,-4.9197
0.080321,-4.9197
5.1606,-4.9197
10.241,-4.9197
-10.08,0.16064
-5,0.16064
0.080321,0.16064
5.1606,0.16064
10.241,0.16064
-10.08,5.241
-5,5.241
0.080321,5.241
5.1606,5.241
10.241,5.241
-10.08,10.321
-5,10.321
0.080321,10.321
5.1606,10.321
10.241,10.321
-10.161,-10
-5.0803,-10
0,-10
5.0803,-10
10.161,-10
-10.161,-4.9197
-5.0803,-4.9197
0,-4.9197
5.0803,-4.9197
10.161,-4.9197
-10.161,0.16064
-5.0803,0.16064
0,0.16064
5.0803,0.16064
10.161,0.16064
-10.161,5.241
-5.0803,5.241
0,5.241
5.0803,5.241
10.161,5.241
-10.161,10.321
-5.0803,10.321
0,10.321
5.0803,10.321
10.161,10.321
-10.241,-10
-5.1606,-10
-0.080321,-10
5,-10
10.08,-10
-10.241,-4.9197
-5.1606,-4.9197
-0.080321,-4.9197
5,-4.9197
10.08,-4.9197
-10.241,0.16064
-5.1606,0.16064
-0.080321,0.16064
5,0.16064
10.08,0.16064
-10.241,5.241
-5.1606,5.241
-0.080321,5.241
5,5.241
10.08,5.241
-10.241,10.321
-5.1606,10.321
-0.080321,10.321
5,10.321
10.08,10.321
-10.321,-10
-5.241,-10
-0.16064,-10
4.9197,-10
10,-10
-10.321,-4.9197
-5.241,-4.9197
-0.16064,-4.9197
4.9197,-4.9197
10,-4.9197
-10.321,0.16064
-5.241,0.16064
-0.16064,0.16064
4.9197,0.16064
10,0.16064
-10.321,5.241
-5.241,5.241
-0.16064,5.241
4.9197,5.241
10,5.241
-10.321,10.321
-5.241,10.321
-0.16064,10.321
4.9197,10.321
10,10.321
-10,-10.08
-4.9197,-10.08
0.16064,-10.08
5.241,-10.08
10.321,-10.08
-10,-5
-4.9197,-5
0.16064,-5
5.241,-5
10.321,-5
-10,0.080321
-4.9197,0.080321
0.16064,0.080321
5.241,0.080321
10.321,0.080321
-10,5.1606
-4.9197,5.1606
0.16064,5.1606
5.241,5.1606
10.321,5.1606
-10,10.241
-4.9197,10.241
0.16064,10.241
5.241,10.241
10.321,10.241
-10.08,-10.08
-5,-10.08
0.080321,-10.08
5.1606,-10.08
10.241,-10.08
-10.08,-5
-5,-5
0.080321,-5
5.1606,-5
10.241,-5
-10.08,0.080321
-5,0.080321
0.080321,0.080321
5.1606,0.080321
10.241,0.080321
-10.08,5.1606
-5,5.1606
0.080321,5.1606
