5.1606,5.1606
10.241,5.1606
-10.08,10.241
-5,10.241
0.080321,10.241
5.1606,10.241
10.241,10.241
-10.161,-10.08
-5.0803,-10.08
0,-10.08
5.0803,-10.08
10.161,-10.08
-10.161,-5
-5.0803,-5
0,-5
5.0803,-5
10.161,-5
-10.161,0.080321
-5.0803,0.080321
0,0.080321
5.0803,0.080321
10.161,0.080321
-10.161,5.1606
-5.0803,5.1606
0,5.1606
5.0803,5.1606
10.161,5.1606
-10.161,10.241
-5.0803,10.241
0,10.241
5.0803,10.241
10.161,10.241
-10.241,-10.08
-5.1606,-10.08
-0.080321,-10.08
5,-10.08
10.08,-10.08
-10.241,-5
-5.1606,-5
-0.080321,-5
5,-5
10.08,-5
-10.241,0.080321
-5.1606,0.080321
-0.080321,0.080321
5,0.080321
10.08,0.080321
-10.241,5.1606
-5.1606,5.1606
-0.080321,5.1606
5,5.1606
10.08,5.1606
-10.241,10.241
-5.1606,10.241
-0.080321,10.241
5,10.241
10.08,10.241
-10.321,-10.08
-5.241,-10.08
-0.16064,-10.08
4.9197,-10.08
10,-10.08
-10.321,-5
-5.241,-5
-0.16064,-5
4.9197,-5
10,-5
-10.321,0.080321
-5.241,0.080321
-0.16064,0.080321
4.9197,0.080321
10,0.080321
-10.321,5.1606
-5.241,5.1606
-0.16064,5.1606
4.9197,5.1606
10,5.1606
-10.321,10.241
-5.241,10.241
-0.16064,10.241
4.9197,10.241
10,10.241
-10,-10.161
-4.9197,-10.161
0.16064,-10.161
5.241,-10.161
10.321,-10.161
-10,-5.0803
-4.9197,-5.0803
0.16064,-5.0803
5.241,-5.0803
10.321,-5.0803
-10,0
-4.9197,0
0.16064,0
5.241,0
10.321,0
-10,5.0803
-4.9197,5.0803
0.16064,5.0803
5.241,5.0803
10.321,5.0803
-10,10.161
-4.9197,10.161
0.16064,10.161
5.241,10.161
10.321,10.161
-10.08,-10.161
-5,-10.161
0.080321,-10.161
5.1606,-10.161
10.241,-10.161
-10.08,-5.0803
-5,-5.0803
0.080321,-5.0803
5.1606,-5.0803
10.241,-5.0803
-10.08,0
-5,0
0.080321,0
5.1606,0
10.241,0
-10.08,5.0803
-5,5.0803
0.080321,5.0803
5.1606,5.0803
10.241,5.0803
-10.08,10.161
-5,10.161
0.080321,10.161
5.1606,10.161
10.241,10.161
-10.161,-10.161
-5.0803,-10.161
0,-10.161
5.0803,-10.161
10.161,-10.161
-10.161,-5.0803
-5.0803,-5.0803
0,-5.0803
5.0803,-5.0803
10.161,-5.0803
-10.161,0
-5.0803,0
0,0
5.0803,0
10.161,0
-10.161,5.0803
-5.0803,5.0803
0,5.0803
5.0803,5.0803
10.161,5.0803
-10.161,10.161
-5.0803,10.161
0,10.161
5.0803,10.161
10.161,10.161
-10.241,-10.161
-5.1606,-10.161
-0.080321,-10.161
5,-10.161
10.08,-10.161
-10.241,-5.0803
-5.1606,-5.0803
-0.080321,-5.0803
5,-5.0803
10.08,-5.0803
-10.241,0
-5.1606,0
-0.080321,0
5,0
10.08,0
-10.241,5.0803
-5.1606,5.0803
-0.080321,5.0803
5,5.0803
10.08,5.0803
-10.241,10.161
-5.1606,10.161
-0.080321,10.161
5,10.161
10.08,10.161
-10.321,-10.161
-5.241,-10.161
-0.16064,-10.161
4.9197,-10.161
10,-10.161
-10.321,-5.0803
-5.241,-5.0803
-0.16064,-5.0803
4.9197,-5.0803
10,-5.0803
-10.321,0
-5.241,0
-0.16064,0
4.9197,0
10,0
-10.321,5.0803
-5.241,5.0803
-0.16064,5.0803
4.9197,5.0803
10,5.0803
-10.321,10.161
-5.241,10.161
-0.16064,10.161
4.9197,10.161
10,10.161
-10,-10.241
-4.9197,-10.241
0.16064,-10.241
5.241,-10.241
10.321,-10.241
-10,-5.1606
-4.9197,-5.1606
0.16064,-5.1606
5.241,-5.1606
10.321,-5.1606
-10,-0.080321
-4.9197,-0.080321
0.16064,-0.080321
5.241,-0.080321
10.321,-0.080321
-10,5
-4.9197,5
0.16064,5
5.241,5
10.321,5
-10,10.08
-4.9197,10.08
0.16064,10.08
5.241,10.08
10.321,10.08
-10.08,-10.241
-5,-10.241
0.080321,-10.241
5.1606,-10.241
10.241,-10.241
-10.08,-5.1606
-5,-5.1606
0.080321,-5.1606
5.1606,-5.1606
10.241,-5.1606
-10.08,-0.080321
-5,-0.080321
0.080321,-0.080321
5.1606,-0.080321
10.241,-0.080321
-10.08,5
-5,5
0.080321,5
5.1606,5
10.241,5
-10.08,10.08
-5,10.08
0.080321,10.08
5.1606,10.08
10.241,10.08
-10.161,-10.241
-5.0803,-10.241
0,-10.241
5.0803,-10.241
10.161,-10.241
-10.161,-5.1606
-5.0803,-5.1606
0,-5.1606
5.0803,-5.1606
10.161,-5.1606
-10.161,-0.080321
-5.0803,-0.080321
0,-0.080321
5.0803,-0.080321
10.161,-0.080321
-10.161,5
-5.0803,5
0,5
5.0803,5
10.161,5
-10.161,10.08
-5.0803,10.08
0,10.08
5.0803,10.08
10.161,10.08
-10.241,-10.241
-5.1606,-10.241
-0.080321,-10.241
5,-10.241
10.08,-10.241
-10.241,-5.1606
-5.1606,-5.1606
-0.080321,-5.1606
5,-5.1606
10.08,-5.1606
-10.241,-0.080321
-5.1606,-0.080321
-0.080321,-0.080321
5,-0.080321
10.08,-0.080321
-10.241,5
-5.1606,5
-0.080321,5
5,5
10.08,5
-10.241,10.08
-5.1606,10.08
-0.080321,10.08
5,10.08
10.08,10.08
-10.321,-10.241
-5.241,-10.241
-0.16064,-10.241
4.9197,-10.241
10,-10.241
-10.321,-5.1606
-5.241,-5.1606
-0.16064,-5.1606
4.9197,-5.1606
10,-5.1606
-10.321,-0.080321
-5.241,-0.080321
-0.16064,-0.080321
4.9197,-0.080321
10,-0.080321
-10.321,5
-5.241,5
-0.16064,5
4.9197,5
10,5
-10.321,10.08
-5.241,10.08
-0.16064,10.08
4.9197,10.08
10,10.08
-10,-10.321
-4.9197,-10.321
0.16064,-10.321
5.241,-10.321
10.321,-10.321
-10,-5.241
-4.9197,-5.241
0.16064,-5.241
5.241,-5.241
10.321,-5.241
-10,-0.16064
-4.9197,-0.16064
0.16064,-0.16064
5.241,-0.16064
10.321,-0.16064
-10,4.9197
-4.9197,4.9197
0.16064,4.9197
5.241,4.9197
10.321,4.9197
-10,10
-4.9197,10
0.16064,10
5.241,10
10.321,10
-10.08,-10.321
-5,-10.321
0.080321,-10.321
5.1606,-10.321
10.241,-10.321
-10.08,-5.241
-5,-5.241
0.080321,-5.241
5.1606,-5.241
10.241,-5.241
-10.08,-0.16064
-5,-0.16064
0.080321,-0.16064
5.1606,-0.16064
10.241,-0.16064
-10.08,4.9197
-5,4.9197
0.080321,4.9197
5.1606,4.9197
10.241,4.9197
-10.08,10
-5,10
0.080321,10
5.1606,10
10.241,10
-10.161,-10.321
-5.0803,-10.321
0,-10.321
5.0803,-10.321
10.161,-10.321
-10.161,-5.241
-5.0803,-5.241
0,-5.241
5.0803,-5.241
10.161,-5.241
-10.161,-0.16064
-5.0803,-0.16064
0,-0.16064
5.0803,-0.16064
10.161,-0.16064
-10.161,4.9197
-5.0803,4.9197
0,4.9197
5.0803,4.9197
10.161,4.9197
-10.161,10
-5.0803,10
0,10
5.0803,10
10.161,10
-10.241,-10.321
-5.1606,-10.321
-0.080321,-10.321
5,-10.321
10.08,-10.321
-10.241,-5.241
-5.1606,-5.241
-0.080321,-5.241
5,-5.241
10.08,-5.241
-10.241,-0.16064
-5.1606,-0.16064
-0.080321,-0.16064
5,-0.16064
10.08,-0.16064
-10.241,4.9197
-5.1606,4.9197
-0.080321,4.9197
5,4.9197
10.08,4.9197
-10.241,10
-5.1606,10
-0.080321,10
5,10
10.08,10
-10.321,-10.321
-5.241,-10.321
-0.16064,-10.321
4.9197,-10.321
10,-10.321
-10.321,-5.241
-5.241,-5.241
-0.16064,-5.241
4.9197,-5.241
10,-5.241
-10.321,-0.16064
-5.241,-0.16064
-0.16064,-0.16064
4.9197,-0.16064
10,-0.16064
-10.321,4.9197
-5.241,4.9197
-0.16064,4.9197
4.9197,4.9197
10,4.9197
-10.321,10
-5.241,10
-0.16064,10
4.9197,10
10,10
-10,-10
-4.9329,-10
0.13423,-10
5.2013,-10
10.268,-10
-10,-4.9329
-4.9329,-4.9329
0.13423,-4.9329
5.2013,-4.9329
10.268,-4.9329
-10,0.13423
-4.9329,0.13423
0.13423,0.13423
5.2013,0.13423
10.268,0.13423
-10,5.2013
-4.9329,5.2013
0.13423,5.2013
5.2013,5.2013
10.268,5.2013
-10,10.268
-4.9329,10.268
0.13423,10.268
5.2013,10.268
10.268,10.268
-10.067,-10
-5,-10
0.067114,-10
5.1342,-10
10.201,-10
-10.067,-4.9329
-5,-4.9329
0.067114,-4.9329
5.1342,-4.9329
10.201,-4.9329
-10.067,0.13423
-5,0.13423
0.067114,0.13423
5.1342,0.13423
10.201,0.13423
-10.067,5.2013
-5,5.2013
0.067114,5.2013
5.1342,5.2013
10.201,5.2013
-10.067,10.268
-5,10.268
0.067114,10.268
5.1342,10.268
10.201,10.268
-10.134,-10
-5.0671,-10
0,-10
5.0671,-10
10.134,-10
-10.134,-4.9329
-5.0671,-4.9329
0,-4.9329
5.0671,-4.9329
10.134,-4.9329
-10.134,0.13423
-5.0671,0.13423
0,0.13423
5.0671,0.13423
10.134,0.13423
-10.134,5.2013
-5.0671,5.2013
0,5.2013
5.0671,5.2013
10.134,5.2013
-10.134,10.268
-5.0671,10.268
0,10.268
5.0671,10.268
10.134,10.268
-10.201,-10
-5.1342,-10
-0.067114,-10
5,-10
10.067,-10
-10.201,-4.9329
-5.1342,-4.9329
-0.067114,-4.9329
5,-4.9329
10.067,-4.9329
-10.201,0.13423
-5.1342,0.13423
-0.067114,0.13423
5,0.13423
10.067,0.13423
-10.201,5.2013
-5.1342,5.2013
-0.067114,5.2013
5,5.2013
10.067,5.2013
-10.201,10.268
-5.1342,10.268
-0.067114,10.268
5,10.268
10.067,10.268
-10.268,-10
-5.2013,-10
-0.13423,-10
4.9329,-10
10,-10
-10.268,-4.9329
-5.2013,-4.9329
-0.13423,-4.9329
4.9329,-4.9329
10,-4.9329
-10.268,0.13423
-5.2013,0.13423
-0.13423,0.13423
4.9329,0.13423
10,0.13423
-10.268,5.2013
-5.2013,5.2013
-0.13423,5.2013
4.9329,5.2013
10,5.2013
-10.268,10.268
-5.2013,10.268
-0.13423,10.268
4.9329,10.268
10,10.268
-10,-10.067
-4.9329,-10.067
0.13423,-10.067
5.2013,-10.067
10.268,-10.067
-10,-5
-4.9329,-5
0.13423,-5
5.2013,-5
10.268,-5
-10,0.067114
-4.9329,0.067114
0.13423,0.067114
5.2013,0.067114
10.268,0.067114
-10,5.1342
-4.9329,5.1342
0.13423,5.1342
5.2013,5.1342
10.268,5.1342
-10,10.201
-4.9329,10.201
0.13423,10.201
5.2013,10.201
10.268,10.201
-10.067,-10.067
-5,-10.067
0.067114,-10.067
5.1342,-10.067
10.201,-10.067
-10.067,-5
-5,-5
0.067114,-5
5.1342,-5
10.201,-5
-10.067,0.067114
-5,0.067114
0.067114,0.067114
5.1342,0.067114
10.201,0.067114
-10.067,5.1342
-5,5.1342
0.067114,5.1342
5.1342,5.1342
10.201,5.1342
-10.067,10.201
-5,10.201
0.067114,10.201
5.1342,10.201
10.201,10.201
-10.134,-10.067
-5.0671,-10.067
0,-10.067
5.0671,-10.067
10.134,-10.067
-10.134,-5
-5.0671,-5
0,-5
5.0671,-5
10.134,-5
-10.134,0.067114
-5.0671,0.067114
0,0.067114
5.0671,0.067114
10.134,0.067114
-10.134,5.1342
-5.0671,5.1342
0,5.1342
5.0671,5.1342
10.134,5.1342
-10.134,10.201
-5.0671,10.201
0,10.201
5.0671,10.201
10.134,10.201
-10.201,-10.067
-5.1342,-10.067
-0.067114,-10.067
5,-10.067
10.067,-10.067
-10.201,-5
-5.1342,-5
-0.067114,-5
5,-5
10.067,-5
-10.201,0.067114
-5.1342,0.067114
-0.067114,0.067114
5,0.067114
10.067,0.067114
-10.201,5.1342
-5.1342,5.1342
-0.067114,5.1342
5,5.1342
10.067,5.1342
-10.201,10.201
-5.1342,10.201
-0.067114,10.201
5,10.201
10.067,10.201
-10.268,-10.067
-5.2013,-10.067
-0.13423,-10.067
4.9329,-10.067
10,-10.067
-10.268,-5
-5.2013,-5
-0.13423,-5
4.9329,-5
10,-5
-10.268,0.067114
-5.2013,0.067114
-0.13423,0.067114
4.9329,0.067114
10,0.067114
-10.268,5.1342
-5.2013,5.1342
-0.13423,5.1342
4.9329,5.1342
10,5.1342
-10.268,10.201
-5.2013,10.201
-0.13423,10.201
4.9329,10.201
10,10.201
-10,-10.134
-4.9329,-10.134
0.13423,-10.134
5.2013,-10.134
10.268,-10.134
-10,-5.0671
-4.9329,-5.0671
0.13423,-5.0671
5.2013,-5.0671
10.268,-5.0671
-10,0
-4.9329,0
0.13423,0
5.2013,0
10.268,0
-10,5.0671
-4.9329,5.0671
0.13423,5.0671
5.2013,5.0671
10.268,5.0671
-10,10.134
-4.9329,10.134
0.13423,10.134
5.2013,10.134
10.268,10.134
-10.067,-10.134
-5,-10.134
0.067114,-10.134
5.1342,-10.134
10.201,-10.134
-10.067,-5.0671
-5,-5.0671
0.067114,-5.0671
5.1342,-5.0671
10.201,-5.0671
-10.067,0
-5,0
0.067114,0
5.1342,0
10.201,0
-10.067,5.0671
-5,5.0671
0.067114,5.0671
5.1342,5.0671
10.201,5.0671
-10.067,10.134
-5,10.134
0.067114,10.134
5.1342,10.134
10.201,10.134
-10.134,-10.134
-5.0671,-10.134
0,-10.134
5.0671,-10.134
10.134,-10.134
-10.134,-5.0671
-5.0671,-5.0671
0,-5.0671
5.0671,-5.0671
10.134,-5.0671
-10.134,0
-5.0671,0
0,0
5.0671,0
10.134,0
-10.134,5.0671
-5.0671,5.0671
0,5.0671
5.0671,5.0671
10.134,5.0671
-10.134,10.134
-5.0671,10.134
0,10.134
5.0671,10.134
10.134,10.134
-10.201,-10.134
-5.1342,-10.134
-0.067114,-10.134
5,-10.134
10.067,-10.134
-10.201,-5.0671
-5.1342,-5.0671
-0.067114,-5.0671
5,-5.0671
10.067,-5.0671
-10.201,0
-5.1342,0
-0.067114,0
5,0
10.067,0
-10.201,5.0671
-5.1342,5.0671
-0.067114,5.0671
5,5.0671
10.067,5.0671
-10.201,10.134
-5.1342,10.134
-0.067114,10.134
5,10.134
10.067,10.134
-10.268,-10.134
-5.2013,-10.134
-0.13423,-10.134
4.9329,-10.134
10,-10.134
-10.268,-5.0671
-5.2013,-5.0671
-0.13423,-5.0671
4.9329,-5.0671
10,-5.0671
-10.268,0
-5.2013,0
-0.13423,0
4.9329,0
10,0
-10.268,5.0671
