xP,yP,thetaP,inputP,xE,yE,thetaE,inputE
1.597370307,-0.36232102,-0.24084997,-4.18E-05,6.638274791,-2.073113194,0.756944077,-0.999999822
1.654253924,-0.376292659,-0.240850377,2.79E-05,6.659689655,-2.053464618,0.727877928,-0.999999811
1.711137539,-0.390264301,-0.240850106,-1.87E-05,6.681666502,-2.034446702,0.698811779,-0.9999998
1.768021155,-0.404235942,-0.240850287,1.25E-05,6.704186766,-2.016075511,0.66974563,-0.999999787
1.824904771,-0.418207583,-0.240850166,-8.32E-06,6.727231422,-1.998366566,0.640679481,-0.999999773
1.881788387,-0.432179224,-0.240850247,5.55E-06,6.750781002,-1.981334825,0.611613334,-0.999999758
1.938672003,-0.446150866,-0.240850193,-3.71E-06,6.774815613,-1.964994678,0.582547186,-0.999999741
1.995555619,-0.460122507,-0.240850229,2.48E-06,6.79931495,-1.949359928,0.553481039,-0.999999722
2.052439235,-0.474094148,-0.240850205,-1.65E-06,6.824258316,-1.934443783,0.524414893,-0.999999701
2.109322851,-0.488065789,-0.240850221,1.10E-06,6.849624641,-1.920258843,0.495348747,-0.999999677
2.166206466,-0.50203743,-0.24085021,-7.37E-07,6.875392495,-1.906817093,0.466282602,-0.99999965
2.223090082,-0.516009071,-0.240850217,4.92E-07,6.901540109,-1.894129887,0.437216458,-0.99999962
2.279973698,-0.529980713,-0.240850213,-3.29E-07,6.928045395,-1.882207944,0.408150315,-0.999999586
2.336857314,-0.543952354,-0.240850216,2.19E-07,6.954885962,-1.871061334,0.379084173,-0.999999546
2.39374093,-0.557923995,-0.240850214,-1.46E-07,6.982039134,-1.860699474,0.350018032,-0.999999501
2.450624546,-0.571895636,-0.240850215,9.78E-08,7.009481975,-1.851131118,0.320951892,-0.999999449
2.507508162,-0.585867277,-0.240850214,-6.53E-08,7.037191299,-1.842364348,0.291885754,-0.999999388
2.564391778,-0.599838918,-0.240850215,4.36E-08,7.0651437,-1.834406571,0.262819618,-0.999999315
2.621275394,-0.61381056,-0.240850214,-2.91E-08,7.093315563,-1.827264509,0.233753485,-0.99999923
2.67815901,-0.627782201,-0.240850215,1.94E-08,7.12168309,-1.820944196,0.204687354,-0.999999127
2.735042626,-0.641753842,-0.240850214,-1.30E-08,7.150222316,-1.81545097,0.175621226,-0.999999001
2.791926241,-0.655725483,-0.240850214,8.67E-09,7.178909131,-1.810789473,0.146555103,-0.999998846
2.848809857,-0.669697124,-0.240850214,-5.79E-09,7.207719302,-1.806963642,0.117488984,-0.999998652
2.905693473,-0.683668765,-0.240850214,3.86E-09,7.23662849,-1.803976708,0.088422872,-0.999998405
2.962577089,-0.697640407,-0.240850214,-2.58E-09,7.265612273,-1.801831196,0.059356769,-0.999998082
3.019460705,-0.711612048,-0.240850214,1.72E-09,7.294646167,-1.800528916,0.030290676,-0.999997651
3.076344321,-0.725583689,-0.240850214,-1.15E-09,7.323705644,-1.800070969,0.001224598,-0.999997055
3.133227937,-0.73955533,-0.240850214,7.68E-10,7.352766156,-1.800457742,-0.027841459,-0.9999962
3.190111553,-0.753526971,-0.240850214,-5.13E-10,7.381803152,-1.801688906,-0.056907484,-0.99999491
3.246995169,-0.767498612,-0.240850214,3.42E-10,7.410792104,-1.803763421,-0.085973461,-0.999992834
3.303878785,-0.781470254,-0.240850214,-2.29E-10,7.439708522,-1.806679532,-0.115039354,-0.999989175
3.360762401,-0.795441895,-0.240850214,1.53E-10,7.468527979,-1.810434772,-0.144105087,-0.999981812
3.417646016,-0.809413536,-0.240850214,-1.02E-10,7.49722613,-1.815025962,-0.173170447,-0.999963465
3.474529632,-0.823385177,-0.240850214,6.81E-11,7.525778739,-1.820449199,-0.202234553,-0.99989556
3.531413248,-0.837356818,-0.240850214,-4.54E-11,7.554161715,-1.826699776,-0.231290996,-0.999436185
3.588296864,-0.851328459,-0.240850214,3.03E-11,7.582421519,-1.833497256,-0.240811071,0.344373605
3.64518048,-0.865300101,-0.240850214,-2.03E-11,7.610650562,-1.840422757,-0.240350752,-0.312699706
3.702064096,-0.879271742,-0.240850214,1.35E-11,7.638879745,-1.84734768,-0.240770084,0.283846052
3.758947712,-0.893243383,-0.240850214,-9.03E-12,7.667108808,-1.85427309,-0.240385354,-0.257373376
3.815831328,-0.907215024,-0.240850214,6.03E-12,7.695337975,-1.861198079,-0.240740132,0.232961616
3.872714944,-0.921186665,-0.240850214,-4.03E-12,7.723567042,-1.868123477,-0.240414451,-0.210551937
3.92959856,-0.935158306,-0.240850214,2.69E-12,7.751796204,-1.875048483,-0.240712294,0.190057761
3.986482176,-0.949129948,-0.240850214,-1.80E-12,7.780025276,-1.881973861,-0.24044078,-0.171375257
4.043365791,-0.963101589,-0.240850214,1.20E-12,7.808254433,-1.888898891,-0.240687685,0.154386077
4.100249407,-0.97707323,-0.240850214,-8.02E-13,7.836483511,-1.895824244,-0.240463636,-0.138969568
4.157133023,-0.991044871,-0.240850214,5.33E-13,7.864712662,-1.902749298,-0.240666543,0.125007816
4.214016639,-1.005016512,-0.240850214,-3.57E-13,7.892941745,-1.909674627,-0.2404831,-0.112385351
4.270900255,-1.018988153,-0.240850214,2.39E-13,7.921170891,-1.916599705,-0.240648712,0.100989818
4.327783871,-1.032959795,-0.240850214,-1.59E-13,7.94939998,-1.923525012,-0.240499371,-0.090713893
4.384667487,-1.046931436,-0.240850214,1.06E-13,7.97762912,-1.93045011,-0.240633908,0.081456582
4.441551103,-1.060903077,-0.240850214,-7.02E-14,8.005858214,-1.937375398,-0.240512806,-0.073123726
4.498434719,-1.074874718,-0.240850214,4.71E-14,8.03408735,-1.944300514,-0.24062174,0.065628176
4.555318335,-1.088846359,-0.240850214,-3.13E-14,8.062316448,-1.951225785,-0.240523809,-0.058889695
4.61220195,-1.102818,-0.240850214,2.07E-14,8.09054558,-1.958150916,-0.240611806,0.052834719
4.669085566,-1.116789642,-0.240850214,-1.39E-14,8.118774682,-1.965076174,-0.240532766,-0.047396066
4.725969182,-1.130761283,-0.240850214,9.96E-15,8.147003811,-1.972001318,-0.240603738,0.042512586
4.782852798,-1.144732924,-0.240850214,-6.59E-15,8.175232915,-1.978926564,-0.240540028,-0.038128789
4.839736414,-1.158704565,-0.240850214,4.95E-15,8.203462042,-1.985851718,-0.240597206,0.034194429
4.89662003,-1.172676206,-0.240850214,-3.15E-15,8.231691148,-1.992776955,-0.240545899,-0.030664092
4.953503646,-1.186647847,-0.240850214,1.88E-15,8.259920273,-1.999702117,-0.24059193,0.027496784
5.010387262,-1.200619489,-0.240850214,-1.51E-15,8.288149381,-2.006627346,-0.240550638,-0.024655543
5.067270878,-1.21459113,-0.240850214,1.19E-15,8.316378504,-2.013552516,-0.240587675,0.022107078
5.124154494,-1.228562771,-0.240850214,-7.85E-16,8.344607614,-2.020477739,-0.240554458,-0.019821424
5.18103811,-1.242534412,-0.240850214,1.25E-15,8.372836735,-2.027402914,-0.240584247,0.017771633
5.237921725,-1.256506053,-0.240850214,-3.82E-16,8.401065846,-2.034328132,-0.240557533,-0.015933479
5.294805341,-1.270477694,-0.240850214,-4.07E-17,8.429294967,-2.041253311,-0.240581488,0.014285197
5.351688957,-1.284449336,-0.240850214,5.68E-16,8.457524079,-2.048178525,-0.240560009,-0.012807237
5.408572573,-1.298420977,-0.240850214,-8.26E-16,8.485753198,-2.055103708,-0.240579268,0.011482047
5.465456189,-1.312392618,-0.240850214,5.12E-16,8.513982311,-2.062028919,-0.240562,-0.010293873
5.522339805,-1.326364259,-0.240850214,-9.69E-17,8.54221143,-2.068954105,-0.240577482,0.009228574
5.579223421,-1.3403359,-0.240850214,-1.77E-16,8.570440543,-2.075879313,-0.240563601,-0.008273462
5.636107037,-1.354307542,-0.240850214,-2.39E-16,8.598669662,-2.082804501,-0.240576046,0.007417157
5.692990653,-1.368279183,-0.240850214,-2.66E-16,8.626898776,-2.089729707,-0.240564889,-0.006649447
5.749874269,-1.382250824,-0.240850214,4.84E-16,8.655127893,-2.096654897,-0.240574892,0.005961174
5.806757885,-1.396222465,-0.240850214,-1.09E-16,8.683357008,-2.103580102,-0.240565924,-0.005344125
5.8636415,-1.410194106,-0.240850214,-4.44E-17,8.711586125,-2.110505293,-0.240573964,0.004790935
5.920525116,-1.424165747,-0.240850214,-1.56E-16,8.73981524,-2.117430497,-0.240566756,-0.004294997
5.977408732,-1.438137389,-0.240850214,8.45E-17,8.768044357,-2.124355689,-0.240573218,0.003850388
6.034292348,-1.45210903,-0.240850214,-5.16E-16,8.796273472,-2.131280891,-0.240567425,-0.003451799
6.091175964,-1.466080671,-0.240850214,-2.71E-16,8.824502589,-2.138206085,-0.240572618,0.003094468
6.14805958,-1.480052312,-0.240850214,3.65E-16,8.852731704,-2.145131286,-0.240567962,-0.002774124
6.204943196,-1.494023953,-0.240850214,-2.01E-16,8.880960821,-2.152056481,-0.240572136,0.002486941
6.261826812,-1.507995594,-0.240850214,3.27E-16,8.909189936,-2.158981681,-0.240568394,-0.002229485
6.318710428,-1.521967236,-0.240850214,1.27E-16,8.937419053,-2.165906876,-0.240571749,0.001998681
6.375594044,-1.535938877,-0.240850214,5.26E-16,8.965648168,-2.172832076,-0.240568742,-0.001791769
6.43247766,-1.549910518,-0.240850214,-4.38E-17,8.993877285,-2.179757272,-0.240571437,0.001606278
6.489361275,-1.563882159,-0.240850214,2.89E-16,9.0221064,-2.186682471,-0.240569021,-0.001439988
6.546244891,-1.5778538,-0.240850214,-6.92E-17,9.050335517,-2.193607667,-0.240571187,0.001290913
6.603128507,-1.591825441,-0.240850214,-3.19E-16,9.078564632,-2.200532867,-0.240569245,-0.001157271
6.660012123,-1.605797083,-0.240850214,7.55E-16,9.106793749,-2.207458063,-0.240570986,0.001037464
6.716895739,-1.619768724,-0.240850214,2.91E-17,9.135022864,-2.214383262,-0.240569425,-0.00093006
6.773779355,-1.633740365,-0.240850214,-2.65E-16,9.163251981,-2.221308458,-0.240570825,0.000833775
6.830662971,-1.647712006,-0.240850214,-3.40E-16,9.191481096,-2.228233657,-0.24056957,-0.000747457
6.887546587,-1.661683647,-0.240850214,1.59E-16,9.219710213,-2.235158854,-0.240570695,0.000670076
6.944430203,-1.675655288,-0.240850214,1.73E-16,9.247939328,-2.242084052,-0.240569687,-0.000600706
7.001313819,-1.68962693,-0.240850214,-1.70E-16,9.276168445,-2.249009249,-0.24057059,0.000538517
7.058197435,-1.703598571,-0.240850214,3.38E-16,9.30439756,-2.255934447,-0.24056978,-0.000482766
7.11508105,-1.717570212,-0.240850214,-4.63E-16,9.332626677,-2.262859644,-0.240570507,0.000432787
7.171964666,-1.731541853,-0.240850214,2.38E-16,9.360855792,-2.269784843,-0.240569855,-0.000387983
7.228848282,-1.745513494,-0.240850214,6.59E-16,9.389084909,-2.27671004,-0.240570439,0.000347816
7.285731898,-1.759485135,-0.240850214,-2.67E-16,9.417314024,-2.283635238,-0.240569916,-0.000311808
7.342615514,-1.773456777,-0.240850214,-7.18E-17,9.445543141,-2.290560435,-0.240570385,0.000279528
7.39949913,-1.787428418,-0.240850214,1.71E-16,9.473772256,-2.297485633,-0.240569964,-0.000250589
7.456382746,-1.801400059,-0.240850214,-2.21E-16,9.502001372,-2.30441083,-0.240570341,0.000224647
7.513266362,-1.8153717,-0.240850214,1.53E-16,9.530230488,-2.311336028,-0.240570003,-0.00020139
7.570149978,-1.829343341,-0.240850214,-3.25E-16,9.558459604,-2.318261226,-0.240570306,0.000180541
7.627033594,-1.843314982,-0.240850214,2.19E-16,9.58668872,-2.325186424,-0.240570035,-0.00016185
7.68391721,-1.857286624,-0.240850214,-2.00E-16,9.614917836,-2.332111621,-0.240570278,0.000145094
7.740800825,-1.871258265,-0.240850214,1.76E-16,9.643146952,-2.339036819,-0.24057006,-0.000130073
7.797684441,-1.885229906,-0.240850214,-1.18E-16,9.671376068,-2.345962016,-0.240570256,0.000116607
7.854568057,-1.899201547,-0.240850214,-2.54E-16,9.699605184,-2.352887214,-0.24057008,-0.000104535
7.911451673,-1.913173188,-0.240850214,7.61E-17,9.7278343,-2.359812412,-0.240570238,9.37E-05
7.968335289,-1.927144829,-0.240850214,-8.53E-17,9.756063416,-2.36673761,-0.240570097,-8.40E-05
8.025218905,-1.941116471,-0.240850214,2.47E-16,9.784292532,-2.373662807,-0.240570223,7.53E-05
8.082102521,-1.955088112,-0.240850214,-2.93E-16,9.812521648,-2.380588005,-0.24057011,-6.75E-05
8.138986137,-1.969059753,-0.240850214,-1.42E-16,9.840750764,-2.387513202,-0.240570211,6.05E-05
8.195869753,-1.983031394,-0.240850214,-5.85E-17,9.86897988,-2.3944384,-0.24057012,-5.43E-05
8.252753369,-1.997003035,-0.240850214,-2.67E-17,9.897208996,-2.401363598,-0.240570202,4.86E-05
8.309636985,-2.010974676,-0.240850214,-1.54E-16,9.925438112,-2.408288795,-0.240570129,-4.36E-05
8.3665206,-2.024946318,-0.240850214,3.33E-17,9.953667228,-2.415213993,-0.240570194,3.91E-05
8.423404216,-2.038917959,-0.240850214,-4.88E-16,9.981896344,-2.422139191,-0.240570135,-3.50E-05
8.480287832,-2.0528896,-0.240850214,-6.35E-17,10.01012546,-2.429064388,-0.240570188,3.14E-05
8.537171448,-2.066861241,-0.240850214,-9.82E-17,10.03835458,-2.435989586,-0.240570141,-2.82E-05
8.594055064,-2.080832882,-0.240850214,2.44E-16,10.06658369,-2.442914784,-0.240570183,2.52E-05
8.65093868,-2.094804523,-0.240850214,6.62E-17,10.09481281,-2.449839981,-0.240570145,-2.26E-05
8.707822296,-2.108776165,-0.240850214,2.31E-16,10.12304192,-2.456765179,-0.240570179,2.03E-05
8.764705912,-2.122747806,-0.240850214,-3.48E-16,10.15127104,-2.463690377,-0.240570149,-1.82E-05
8.821589528,-2.136719447,-0.240850214,7.78E-17,10.17950016,-2.470615574,-0.240570176,1.63E-05
8.878473144,-2.150691088,-0.240850214,-1.33E-16,10.20772927,-2.477540772,-0.240570152,-1.46E-05
8.935356759,-2.164662729,-0.240850214,-3.43E-17,10.23595839,-2.48446597,-0.240570174,1.31E-05
8.992240375,-2.178634371,-0.240850214,3.08E-16,10.2641875,-2.491391167,-0.240570154,-1.18E-05
9.049123991,-2.192606012,-0.240850214,-1.09E-16,10.29241662,-2.498316365,-0.240570172,1.05E-05
9.106007607,-2.206577653,-0.240850214,4.12E-16,10.32064574,-2.505241563,-0.240570156,-9.44E-06
9.162891223,-2.220549294,-0.240850214,-9.01E-17,10.34887485,-2.51216676,-0.24057017,8.47E-06
9.219774839,-2.234520935,-0.240850214,7.78E-17,10.37710397,-2.519091958,-0.240570157,-7.59E-06
9.276658455,-2.248492576,-0.240850214,1.32E-16,10.40533308,-2.526017156,-0.240570169,6.81E-06
9.333542071,-2.262464218,-0.240850214,-3.48E-17,10.4335622,-2.532942353,-0.240570158,-6.10E-06
9.390425687,-2.276435859,-0.240850214,-4.10E-16,10.46179132,-2.539867551,-0.240570168,5.47E-06
9.447309303,-2.2904075,-0.240850214,2.70E-16,10.49002043,-2.546792749,-0.240570159,-4.90E-06
9.504192919,-2.304379141,-0.240850214,-5.26E-17,10.51824955,-2.553717946,-0.240570167,4.40E-06
9.561076534,-2.318350782,-0.240850214,-7.21E-17,10.54647866,-2.560643144,-0.24057016,-3.94E-06
9.61796015,-2.332322423,-0.240850214,5.17E-17,10.57470778,-2.567568341,-0.240570166,3.54E-06
9.674843766,-2.346294065,-0.240850214,-2.05E-16,10.6029369,-2.574493539,-0.240570161,-3.17E-06
9.731727382,-2.360265706,-0.240850214,1.14E-16,10.63116601,-2.581418737,-0.240570165,2.84E-06
9.788610998,-2.374237347,-0.240850214,-1.52E-16,10.65939513,-2.588343934,-0.240570161,-2.55E-06
9.845494614,-2.388208988,-0.240850214,2.64E-16,10.68762424,-2.595269132,-0.240570165,2.29E-06
9.90237823,-2.402180629,-0.240850214,-3.72E-16,10.71585336,-2.60219433,-0.240570162,-2.05E-06
9.959261846,-2.41615227,-0.240850214,4.37E-16,10.74408248,-2.609119527,-0.240570165,1.84E-06
10.01614546,-2.430123912,-0.240850214,1.05E-16,10.77231159,-2.616044725,-0.240570162,-1.65E-06
10.07302908,-2.444095553,-0.240850214,-2.01E-16,10.80054071,-2.622969923,-0.240570164,1.48E-06
10.12991269,-2.458067194,-0.240850214,2.81E-16,10.82876982,-2.62989512,-0.240570162,-1.33E-06
10.18679631,-2.472038835,-0.240850214,-1.50E-16,10.85699894,-2.636820318,-0.240570164,1.20E-06
10.24367993,-2.486010476,-0.240850214,4.21E-16,10.88522806,-2.643745516,-0.240570162,-1.08E-06
10.30056354,-2.499982117,-0.240850214,-2.45E-16,10.91345717,-2.650670713,-0.240570164,9.68E-07
10.35744716,-2.513953759,-0.240850214,3.79E-16,10.94168629,-2.657595911,-0.240570163,-8.72E-07
10.41433077,-2.5279254,-0.240850214,-2.33E-16,10.9699154,-2.664521109,-0.240570164,7.85E-07
10.47121439,-2.541897041,-0.240850214,-7.19E-16,10.99814452,-2.671446306,-0.240570163,-7.09E-07
10.528098,-2.555868682,-0.240850214,3.77E-16,11.02637364,-2.678371504,-0.240570164,6.40E-07
10.58498162,-2.569840323,-0.240850214,-7.14E-17,11.05460275,-2.685296702,-0.240570163,-5.80E-07
10.64186524,-2.583811964,-0.240850214,4.03E-17,11.08283187,-2.692221899,-0.240570164,5.26E-07
10.69874885,-2.597783606,-0.240850214,9.50E-17,11.11106098,-2.699147097,-0.240570163,-4.79E-07
10.75563247,-2.611755247,-0.240850214,-1.68E-17,11.1392901,-2.706072295,-0.240570163,4.37E-07
10.81251608,-2.625726888,-0.240850214,1.27E-16,11.16751922,-2.712997492,-0.240570163,-4.00E-07
10.8693997,-2.639698529,-0.240850214,6.57E-17,11.19574833,-2.71992269,-0.240570163,3.69E-07
10.92628332,-2.65367017,-0.240850214,3.47E-16,11.22397745,-2.726847888,-0.240570163,-3.41E-07
10.98316693,-2.667641811,-0.240850214,-1.32E-16,11.25220656,-2.733773085,-0.240570163,3.18E-07
11.04005055,-2.681613453,-0.240850214,-9.64E-18,11.28043568,-2.740698283,-0.240570163,-2.99E-07
11.09693416,-2.695585094,-0.240850214,-1.96E-17,11.3086648,-2.74762348,-0.240570163,2.83E-07
11.15381778,-2.709556735,-0.240850214,4.13E-16,11.33689391,-2.754548678,-0.240570163,-2.71E-07
11.2107014,-2.723528376,-0.240850214,-1.47E-16,11.36512303,-2.761473876,-0.240570163,2.61E-07
11.26758501,-2.737500017,-0.240850214,-1.42E-16,11.39335214,-2.768399073,-0.240570163,-2.55E-07
11.32446863,-2.751471658,-0.240850214,2.37E-16,11.42158126,-2.775324271,-0.240570163,2.52E-07
0,0,0,-0.999982836,-3.325,-2.8,1.570796327,1
0.058017868,-0.001684908,-0.058066053,-0.999991421,-3.325418103,-2.77108682,1.599715553,1
0.115840174,-0.006733959,-0.116132354,-0.99999141,-3.326672061,-2.742197818,1.62863478,1
0.173272012,-0.015130141,-0.174198655,-0.999991384,-3.328760825,-2.713357155,1.657554007,1
0.230119795,-0.026845154,-0.232264953,-0.999991344,-3.33168265,-2.684588948,1.686473233,1
0.286191903,-0.041839507,-0.290331249,-0.999991289,-3.335435092,-2.655917255,1.71539246,1
0.341299331,-0.06006266,-0.348397541,-0.999991218,-3.340015012,-2.627366053,1.744311686,1
0.395256327,-0.081453186,-0.406463829,-0.999991131,-3.34541858,-2.598959218,1.773230913,1
0.447881014,-0.105938983,-0.464530111,-0.999991028,-3.351641279,-2.570720507,1.80215014,1
0.498996008,-0.133437516,-0.522596387,-0.999990908,-3.358677903,-2.542673533,1.831069366,1
0.548429015,-0.163856092,-0.580662655,-0.999990769,-3.366522569,-2.514841752,1.859988593,1
0.596013408,-0.197092179,-0.638728914,-0.999990612,-3.375168716,-2.487248439,1.888907819,1
0.641588792,-0.233033746,-0.696795164,-0.999990434,-3.384609114,-2.459916668,1.917827046,1
0.685001547,-0.271559643,-0.754861403,-0.999990234,-3.394835869,-2.432869297,1.946746273,1
0.726105337,-0.312540008,-0.812927629,-0.999990011,-3.405840427,-2.406128943,1.975665499,1
0.764761615,-0.355836707,-0.870993842,-0.999989763,-3.417613586,-2.37971797,2.004584726,1
0.800840081,-0.401303797,-0.92906004,-0.999989488,-3.430145501,-2.353658463,2.033503952,1
0.834219123,-0.448788021,-0.987126221,-0.999989183,-3.443425692,-2.327972215,2.062423179,1
0.864786232,-0.49812932,-1.045192383,-0.999988845,-3.457443053,-2.302680706,2.091342406,1
0.892438374,-0.549161378,-1.103258524,-0.999988472,-3.472185862,-2.277805088,2.120261632,1
0.917082343,-0.60171218,-1.161324643,-0.999988059,-3.487641789,-2.253366162,2.149180859,1
0.938635073,-0.655604589,-1.219390737,-0.999987602,-3.50379791,-2.229384366,2.178100085,1
0.957023915,-0.71065695,-1.277456802,-0.999987096,-3.520640715,-2.205879755,2.207019312,1
0.972186888,-0.766683696,-1.335522837,-0.999986536,-3.538156117,-2.182871984,2.235938538,1
0.984072885,-0.823495975,-1.393588837,-0.999985914,-3.55632947,-2.160380296,2.264857765,1
0.992641842,-0.880902289,-1.451654799,-0.999985222,-3.575145575,-2.138423498,2.293776992,1
0.997864878,-0.938709139,-1.509720718,-0.999984451,-3.594588698,-2.117019952,2.322696218,1
0.999724391,-0.996721674,-1.567786591,-0.999983591,-3.614642579,-2.096187557,2.351615445,1
0.998214116,-1.054744351,-1.62585241,-0.999982626,-3.635290447,-2.075943735,2.380534671,1
0.993339147,-1.112581594,-1.68391817,-0.999981542,-3.656515036,-2.056305414,2.409453898,1
0.985115918,-1.170038452,-1.741983862,-0.999980319,-3.678298596,-2.037289019,2.438373125,1
0.973572154,-1.226921257,-1.800049479,-0.999978934,-3.700622911,-2.01891045,2.467292351,1
0.958746767,-1.283038277,-1.858115011,-0.999977359,-3.723469311,-2.001185078,2.496211578,1
0.940689735,-1.338200361,-1.916180444,-0.999975556,-3.74681869,-1.984127726,2.525130804,1
0.919461927,-1.392221581,-1.974245764,-0.999973484,-3.770651524,-1.967752658,2.554050031,1
0.8951349,-1.444919853,-2.032310955,-0.999971085,-3.79494788,-1.952073567,2.582969258,1
0.86779066,-1.496117554,-2.090375995,-0.99996829,-3.819687441,-1.937103567,2.611888484,1
0.837521382,-1.545642122,-2.148440858,-0.999965008,-3.844849519,-1.922855175,2.640807711,1
0.804429099,-1.593326637,-2.206505514,-0.99996112,-3.87041307,-1.909340308,2.669726937,1
0.768625362,-1.639010381,-2.264569921,-0.99995647,-3.896356718,-1.896570266,2.698646164,1
0.730230861,-1.682539388,-2.32263403,-0.999950844,-3.922658765,-1.88455573,2.727565391,1
0.689375018,-1.723766955,-2.380697776,-0.999943954,-3.949297218,-1.873306746,2.756484617,1
0.646195553,-1.762554144,-2.438761073,-0.999935391,-3.976249799,-1.862832722,2.785403844,1
0.600838016,-1.798770248,-2.496823807,-0.99992457,-4.003493969,-1.853142416,2.81432307,1
0.553455302,-1.832293237,-2.554885822,-0.999910623,-4.031006944,-1.844243933,2.843242297,1
0.504207129,-1.863010168,-2.612946898,-0.999892223,-4.058765716,-1.836144714,2.872161524,1
0.453259502,-1.890817575,-2.671006715,-0.999867259,-4.086747073,-1.828851531,2.90108075,1
0.400784156,-1.915621826,-2.72906479,-0.999832197,-4.114927613,-1.822370485,2.929999977,1
0.346957973,-1.937339446,-2.787120353,-0.999780775,-4.14328377,-1.816706994,2.958919203,1
0.291962386,-1.955897428,-2.845172108,-0.99970101,-4.171791832,-1.811865795,2.98783843,1
0.235982764,-1.971233527,-2.903217673,-0.999567593,-4.200427958,-1.807850937,3.016757656,1
0.179207787,-1.983296569,-2.961252156,-0.999319306,-4.229168201,-1.804665776,3.045676883,1
0.121828793,-1.992046907,-3.019263645,-0.998775608,-4.257988526,-1.802312977,3.074596109,0.999999999
0.064039102,-1.997457532,-3.077213705,-0.997203516,-4.286864194,-1.800778001,3.102372929,0.920993279
0.006033101,-1.999520101,-3.134885836,-0.989202867,-4.315761237,-1.799645491,3.102470054,-0.914276304
-0.0520109,-1.998581019,-3.180654248,-0.587202659,-4.344658282,-1.798513039,3.102376983,0.907839698
-0.110025867,-1.996134601,-3.186818588,0.374883745,-4.373555324,-1.79738052,3.102465333,-0.901729578
-0.168038018,-1.99361831,-3.183062867,-0.245525114,-4.402452368,-1.796248057,3.102380912,0.895891177
-0.226051896,-1.991140742,-3.185483506,0.162150829,-4.431349411,-1.795115544,3.102461909,-0.890289591
-0.284064762,-1.988639041,-3.183894809,-0.107431196,-4.460246455,-1.793983079,3.102384137,0.884911023
-0.34207831,-1.98615297,-3.184944649,0.071271465,-4.489143498,-1.79285057,3.102458946,-0.879737385
-0.400091422,-1.983656628,-3.18424893,-0.047308751,-4.518040542,-1.791718101,3.102386854,0.874751673
-0.458104828,-1.981167076,-3.184710511,0.031410481,-4.546937585,-1.790585595,3.102456455,-0.869938198
-0.516118041,-1.978673024,-3.184404106,-0.020856931,-4.575834629,-1.789453123,3.102389149,0.865283419
-0.574131383,-1.976181958,-3.184607544,0.013849894,-4.604731672,-1.78832062,3.102454328,-0.860775771
-0.632144639,-1.97368891,-3.184472457,-0.009197077,-4.633628716,-1.787188146,3.102391129,0.856405072
-0.690157953,-1.971197177,-3.18456216,0.006107411,-4.662525759,-1.786055645,3.102452478,-0.852162303
-0.748171229,-1.968704571,-3.184502592,-0.004055698,-4.691422803,-1.784923169,3.102392863,0.848039434
-0.80618453,-1.966212546,-3.184542149,0.002693239,-4.720319846,-1.78379067,3.102450849,-0.844029215
-0.864197814,-1.963720135,-3.184515881,-0.001788481,-4.74921689,-1.782658192,3.102394397,0.840125082
-0.922211109,-1.961227979,-3.184533324,0.001187665,-4.778113933,-1.781525694,3.102449401,-0.836321086
-0.980224397,-1.958735654,-3.184521741,-0.000788685,-4.807010977,-1.780393216,3.102395766,0.832611811
-1.03823769,-1.956243442,-3.184529433,0.000523737,-4.83590802,-1.779260718,3.102448103,-0.828992317
-1.09625098,-1.953751155,-3.184524325,-0.000347795,-4.864805064,-1.778128239,3.102396999,0.82545809
-1.154264271,-1.951258917,-3.184527717,0.000230958,-4.893702107,-1.776995743,3.10244693,-0.822004998
-1.212277562,-1.948766647,-3.184525464,-0.000153371,-4.92259915,-1.775863262,3.102398118,0.818629258
-1.270290853,-1.946274398,-3.18452696,0.000101848,-4.951496194,-1.774730767,3.102445861,-0.815327397
-1.328304144,-1.943782135,-3.184525967,-6.76E-05,-4.980393237,-1.773598286,3.10239914,0.812096223
-1.386317435,-1.941289882,-3.184526627,4.49E-05,-5.009290281,-1.772465791,3.102444882,-0.808932802
-1.444330726,-1.938797622,-3.184526188,-2.98E-05,-5.038187324,-1.771333309,3.10240008,0.805834425
-1.502344017,-1.936305366,-3.184526479,1.98E-05,-5.067084367,-1.770200815,3.102443977,-0.802798594
-1.560357308,-1.933813108,-3.184526286,-1.32E-05,-5.095981411,-1.769068333,3.102400951,0.799822994
-1.618370599,-1.931320851,-3.184526414,8.73E-06,-5.124878454,-1.767935839,3.102443137,-0.796905478
-1.676383889,-1.928828593,-3.184526329,-5.80E-06,-5.153775498,-1.766803357,3.102401762,0.794044051
-1.73439718,-1.926336336,-3.184526386,3.85E-06,-5.182672541,-1.765670863,3.102442353,-0.791236855
-1.792410471,-1.923844079,-3.184526348,-2.56E-06,-5.211569585,-1.76453838,3.102402521,0.788482154
-1.850423762,-1.921351822,-3.184526373,1.70E-06,-5.240466628,-1.763405887,3.102441618,-0.785778325
-1.908437053,-1.918859564,-3.184526357,-1.13E-06,-5.269363672,-1.762273404,3.102403235,0.783123847
-1.966450344,-1.916367307,-3.184526368,7.49E-07,-5.298260715,-1.761140911,3.102440925,-0.78051729
-2.024463635,-1.91387505,-3.18452636,-4.97E-07,-5.327157759,-1.760008428,3.102403908,0.77795731
