x_final,y_final,x,y,theta,input
-1.33,0.9836,-0.415871002,1.911689727,3.56,1
-1.33,0.9836,-0.424967288,1.907535501,3.57,1
-1.33,0.9836,-0.434021576,1.903290521,3.58,1
-1.33,0.9836,-0.443032964,1.898955212,3.59,1
-1.33,0.9836,-0.452000548,1.894530008,3.6,1
-1.33,0.9836,-0.460923432,1.89001535,3.61,1
-1.33,0.9836,-0.469800725,1.885411691,3.62,1
-1.33,0.9836,-0.478631538,1.880719491,3.63,1
-1.33,0.9836,-0.487414988,1.875939218,3.64,1
-1.33,0.9836,-0.496150197,1.871071352,3.65,1
-1.33,0.9836,-0.504836291,1.866116378,3.66,1
-1.33,0.9836,-0.513472402,1.861074793,3.67,1
-1.33,0.9836,-0.522057666,1.855947099,3.68,1
-1.33,0.9836,-0.530591225,1.850733812,3.69,1
-1.33,0.9836,-0.539072226,1.84543545,3.7,1
-1.33,0.9836,-0.547499819,1.840052545,3.71,1
-1.33,0.9836,-0.555873163,1.834585635,3.72,1
-1.33,0.9836,-0.56419142,1.829035265,3.73,1
-1.33,0.9836,-0.572453759,1.823401993,3.74,1
-1.33,0.9836,-0.580659353,1.817686379,3.75,1
-1.33,0.9836,-0.588807381,1.811888997,3.76,1
-1.33,0.9836,-0.596897028,1.806010426,3.77,1
-1.33,0.9836,-0.604927487,1.800051254,3.78,1
-1.33,0.9836,-0.612897954,1.794012077,3.79,1
-1.33,0.9836,-0.620807631,1.787893498,3.8,1
-1.33,0.9836,-0.628655728,1.781696129,3.81,1
-1.33,0.9836,-0.636441459,1.775420591,3.82,1
-1.33,0.9836,-0.644164048,1.769067511,3.83,1
-1.33,0.9836,-0.65182272,1.762637523,3.84,1
-1.33,0.9836,-0.65941671,1.756131272,3.85,1
-1.33,0.9836,-0.66694526,1.749549407,3.86,1
-1.33,0.9836,-0.674407615,1.742892587,3.87,1
-1.33,0.9836,-0.681803031,1.736161478,3.88,1
-1.33,0.9836,-0.689130766,1.729356752,3.89,1
-1.33,0.9836,-0.696390089,1.722479091,3.9,1
-1.33,0.9836,-0.703580274,1.715529181,3.91,1
-1.33,0.9836,-0.710700601,1.708507718,3.92,1
-1.33,0.9836,-0.717750359,1.701415404,3.93,1
-1.33,0.9836,-0.724728842,1.694252948,3.94,1
-1.33,0.9836,-0.731635353,1.687021067,3.95,1
-1.33,0.9836,-0.738469201,1.679720484,3.96,1
-1.33,0.9836,-0.745229703,1.672351928,3.97,1
-1.33,0.9836,-0.751916182,1.664916136,3.98,1
-1.33,0.9836,-0.758527971,1.657413853,3.99,1
-1.33,0.9836,-0.765064407,1.649845828,4,1
-1.33,0.9836,-0.771524837,1.642212818,4.01,1
-1.33,0.9836,-0.777985268,1.634579808,4.01,0
